text,label_txt
Chuyện gì xảy ra nếu Trái Đất quay ngược lại?,KHOA_HOC.txt
Hệ thống nuôi 40 tấn bào ngư biển sâu ở Trung Quốc,KHOA_HOC.txt
Những biến đổi của cơ thể sau độ tuổi 20,KHOA_HOC.txt
13 nhà khoa học Việt vào bảng xếp hạng thế giới,KHOA_HOC.txt
Voi cái 71 tuổi biến dạng cột sống sau 25 năm chở khách,KHOA_HOC.txt
Nhà máy điện địa nhiệt cao nhất Trung Quốc,KHOA_HOC.txt
Viễn cảnh nếu con người du hành sao Thổ,KHOA_HOC.txt
Toàn bộ số bạc được phát hiện trên thế giới nhiều đến đâu?,KHOA_HOC.txt
Bộ trang sức vàng 1.800 năm chôn cùng cô gái trẻ,KHOA_HOC.txt
Tại sao bão không bao giờ vượt qua xích đạo?,KHOA_HOC.txt
Núi lửa Merapi cao gần 3.000 m hình thành như thế nào?,KHOA_HOC.txt
Hố đen lớn nhất trong vũ trụ,KHOA_HOC.txt
Phi hành gia Mỹ phá kỷ lục ở lâu nhất trong vũ trụ,KHOA_HOC.txt
Ước tính khối lượng dải Ngân Hà,KHOA_HOC.txt
Dự án kính viễn vọng săn 'hạt ma' dưới nước,KHOA_HOC.txt
Những nơi có nguy cơ nắng nóng kỷ lục trên thế giới,KHOA_HOC.txt
Siêu du thuyền như thành phố nổi trên biển,KHOA_HOC.txt
Sự thật về gấu ăn cocaine,KHOA_HOC.txt
29 đội tranh tài tại chung kết Sáng kiến Khoa học 2023,KHOA_HOC.txt
Ngày mai có thể quan sát nhật thực lai hiếm gặp,KHOA_HOC.txt
Bộ tộc tiến hóa để lặn sâu khác thường,KHOA_HOC.txt
Chim cánh cụt con suýt lạc mẹ vì ham chơi,KHOA_HOC.txt
Nhà nghiên cứu Mỹ muốn lập kỷ lục ở 100 ngày dưới nước,KHOA_HOC.txt
Chuột xâm hại nặng 9 kg đe dọa môi trường nước Mỹ,KHOA_HOC.txt
Trung Quốc phát triển mạng Internet kết nối các siêu máy tính,KHOA_HOC.txt
Phát hiện hợp chất chống lão hóa trong quả ké,KHOA_HOC.txt
NASA 'xây' Mặt Trăng trong bể bơi khổng lồ,KHOA_HOC.txt
Tàu vũ trụ đầu tiên quay quanh mặt trăng của hành tinh khác,KHOA_HOC.txt
Seoul dự định lắp vòng đu quay không nan cao 180 m,KHOA_HOC.txt
Tiến sĩ Việt phát triển hệ thống xử lý mẫu DNA kích hoạt bằng giọng nói,KHOA_HOC.txt
Hồ 'Mắt Rồng' kỳ lạ hình thành như thế nào?,KHOA_HOC.txt
Độc giả trúng thưởng tuần 3 bình chọn Sáng kiến Khoa học,KHOA_HOC.txt
Nhật Bản tạo ra chuột con từ hai con chuột đực,KHOA_HOC.txt
Xây đảo năng lượng đầu tiên trên thế giới,KHOA_HOC.txt
Tòa nhà chọc trời trông như sụp đổ một phần,KHOA_HOC.txt
Cú đực mang rắn về cho bạn đời ăn,KHOA_HOC.txt
Xác tàu ngầm do triệu phú Mỹ chế tạo 100 năm trước,KHOA_HOC.txt
Trung Quốc tái cấp nước cho kênh đào dài nhất thế giới,KHOA_HOC.txt
5 bài thi bình chọn cao nhất tuần đầu chung kết Sáng kiến Khoa học,KHOA_HOC.txt
Đan Mạch trở thành nước đầu tiên nhập khẩu CO2,KHOA_HOC.txt
Hậu quả từ vụ nổ tên lửa mạnh nhất thế giới của SpaceX,KHOA_HOC.txt
Mỏ muối hồng khai thác 400.000 tấn mỗi năm,KHOA_HOC.txt
Dự án truyền tải điện siêu cao áp 1.000 kV,KHOA_HOC.txt
Nga sẽ hỗ trợ Việt Nam phát triển lò nghiên cứu hạt nhân mới,KHOA_HOC.txt
Kho báu trang sức và đồng xu 1.000 năm trên cánh đồng,KHOA_HOC.txt
Trạm ISS kích hoạt động cơ để bay tránh vệ tinh,KHOA_HOC.txt
Khi nào siêu lục địa tiếp theo sẽ xuất hiện?,KHOA_HOC.txt
Hàng triệu cá chết phủ trắng sông Australia,KHOA_HOC.txt
Pavlopetri - thành phố chìm cổ xưa nhất thế giới,KHOA_HOC.txt
Xây dựng thói quen từ chối với xâm phạm bản quyền,KHOA_HOC.txt
Những kiểu thời tiết đáng sợ trong hệ Mặt Trời,KHOA_HOC.txt
118 hồ sơ bước vào vòng loại Sáng kiến Khoa học 2023,KHOA_HOC.txt
Trung Quốc thả 200.000 cá tầm ra tự nhiên,KHOA_HOC.txt
Phục dựng thành cổ 4.000 năm giữa sa mạc Iraq,KHOA_HOC.txt
Robot NASA lần đầu tiên chụp ảnh tia nắng trên sao Hỏa,KHOA_HOC.txt
Lượng phát thải CO2 cao kỷ lục trong hơn 100 năm,KHOA_HOC.txt
Tàu ngầm đầu tiên lặn vòng quanh thế giới,KHOA_HOC.txt
Cách chế tác đội quân đất nung trong mộ Tần Thủy Hoàng,KHOA_HOC.txt
Giáo sư Đại học Bách khoa Hà Nội thắng giải Kovalevskaia 2022,KHOA_HOC.txt
Công nghệ giúp Trung Quốc khoan giếng sâu 10.000 m,KHOA_HOC.txt
Quỹ Nafosted có thể có thu hút thêm tài trợ từ xã hội,KHOA_HOC.txt
Thế giới ẩn bên dưới Biển Đen,KHOA_HOC.txt
Thiên tài bị quên lãng giúp thay đổi hiểu biết về vũ trụ,KHOA_HOC.txt
Turbine gió nổi đầu tiên sử dụng neo sản xuất điện,KHOA_HOC.txt
"Bộ pin xe điện có tuổi thọ 1,5 triệu km",KHOA_HOC.txt
Xe đạp bánh vuông,KHOA_HOC.txt
Hố chôn 12 bàn tay hé lộ tập tục của Ai Cập cổ,KHOA_HOC.txt
Động cơ đẩy khai thác năng lượng vô hạn từ Mặt Trời,KHOA_HOC.txt
NASA phát triển tàu vũ trụ để phá hủy trạm ISS,KHOA_HOC.txt
Phát hiện dinh thự của hoàng tử Nhật Bản thế kỷ 8,KHOA_HOC.txt
Hồ nước dưới lòng đất lớn nhất hành tinh,KHOA_HOC.txt
So sánh khối lượng con người và động vật có vú hoang dã,KHOA_HOC.txt
Ghi hình cá bơi ở độ sâu lớn nhất thế giới,KHOA_HOC.txt
Tên lửa in 3D đầu tiên trên thế giới phóng thất bại,KHOA_HOC.txt
Nguy cơ dịch bệnh khi virus 'zombie' cổ đại hồi sinh,KHOA_HOC.txt
Bão bụi khiến 6 người chết hình thành thế nào?,KHOA_HOC.txt
Bản đồ hoàn chỉnh đầu tiên về não côn trùng,KHOA_HOC.txt
Biến cây chuối thành sợi dệt và tóc giả,KHOA_HOC.txt
Nhà thiên văn ghi hình thiên thạch đâm vào Mặt Trăng,KHOA_HOC.txt
Vì sao 'đám cháy zombie' nguy hiểm và khó dự đoán?,KHOA_HOC.txt
Nhóm sinh viên thắng giải thiết kế vi mạch đầu tiên tại Việt Nam,KHOA_HOC.txt
Phát hiện ba loài giun phát sáng có hình thù quái dị,KHOA_HOC.txt
Lốc xoáy cao 178.000 km trên Mặt Trời,KHOA_HOC.txt
Kính James Webb cung cấp cái nhìn mới về sao Thiên Vương,KHOA_HOC.txt
Miệng núi lửa trông như hố băng trên sao Hỏa,KHOA_HOC.txt
Chuột xâm chiếm các trang trại Australia,KHOA_HOC.txt
Trung Quốc sẽ phóng tàu chuyển hướng tiểu hành tinh 33 m,KHOA_HOC.txt
Vận tải cơ lớn nhất thế giới cất cánh trên bầu trời ảo,KHOA_HOC.txt
Tại sao Mỹ chậm phát triển đường tàu tốc độ cao?,KHOA_HOC.txt
Ánh sáng bí ẩn dẫn đường cho thủy thủ trên biển,KHOA_HOC.txt
Trung Quốc ra mắt xe tải điện hạng nặng đầu tiên,KHOA_HOC.txt
Điểm rơi thẳng đứng cao nhất thế giới,KHOA_HOC.txt
Nguyên tố tự nhiên hiếm nhất trên Trái Đất,KHOA_HOC.txt
Trung Quốc thừa nhận không thể hồi sinh robot sao Hỏa,KHOA_HOC.txt
'Sàn giao dịch công nghệ nên hoạt động theo mô hình doanh nghiệp',KHOA_HOC.txt
Hàng chục cá voi sát thủ săn giết cá voi mỏ khoằm,KHOA_HOC.txt
Sẽ triển khai bộ chỉ số đổi mới sáng tạo trên toàn quốc 2023,KHOA_HOC.txt
Sư tử mẹ cứu con non bị nước lũ cuốn trôi,KHOA_HOC.txt
Dấu ấn các nữ kỹ sư trong sản phẩm công nghệ cao của Viettel,KHOA_HOC.txt
Cá voi khổng lồ liên tục chết dạt vào đảo Bali,KHOA_HOC.txt
Ốc biển khổng lồ ăn thịt sao biển gai,KHOA_HOC.txt
Siêu du thuyền bọc kính cường lực lấy cảm hứng từ chim,KHOA_HOC.txt
Những kim tự tháp độc đáo trên thế giới,KHOA_HOC.txt
Điều gì xảy ra nếu tiểu hành tinh 900 m đâm vào Trái Đất?,KHOA_HOC.txt
Máy bay siêu thanh 1.500 km/h của NASA lắp đặt cụm đuôi,KHOA_HOC.txt
Bí ẩn vụ thảm sát trong hang động hơn 1.000 năm trước,KHOA_HOC.txt
Nhật thực lai hiếm gặp nhìn từ vũ trụ,KHOA_HOC.txt
'Hầm tận thế' ẩn dưới lâu đài Trung Cổ 1.000 năm,KHOA_HOC.txt
Kỷ lục mới về chó lùn nhất thế giới,KHOA_HOC.txt
Cha đẻ của khẩu súng máy đầu tiên trên thế giới,KHOA_HOC.txt
Kế hoạch tạo bình giữ nhiệt khổng lồ dưới lòng đất,KHOA_HOC.txt
Thác plasma cao 100.000 km trên bề mặt Mặt Trời,KHOA_HOC.txt
Nghiên cứu gene những con chó sống sót sau thảm họa Chernobyl,KHOA_HOC.txt
Sắp diễn ra nguyệt thực đầu tiên trong năm,KHOA_HOC.txt
Turbine gió trục dọc biến bão thành điện,KHOA_HOC.txt
Thiết kế trạm vũ trụ 3 tầng của Airbus,KHOA_HOC.txt
"Phòng thí nghiệm ở độ sâu 2,5 km dưới mặt biển",KHOA_HOC.txt
Máy bay lai khí cầu lớn nhất thế giới,KHOA_HOC.txt
"Mặt Trời phun trào vật chất tốc độ 7,6 triệu km/h",KHOA_HOC.txt
Trạm vũ trụ Trung Quốc đạt mức tái tạo oxy 100%,KHOA_HOC.txt
Tàu Soyuz bị rò rỉ chất làm mát của Nga trở về Trái Đất,KHOA_HOC.txt
'Bệnh dịch' răng nổ kỳ lạ vào thế kỷ 19,KHOA_HOC.txt
Nông dân ứng dụng công nghệ xây dựng sản phẩm OCOP,KHOA_HOC.txt
Kính James Webb đo nhiệt độ hành tinh giống Trái Đất,KHOA_HOC.txt
Hơn 900 cá heo mắc cạn ở Pháp,KHOA_HOC.txt
Những mặt trăng quay quanh Trái Đất,KHOA_HOC.txt
Trung Quốc phát triển hệ thống giúp tên lửa hạ cánh an toàn,KHOA_HOC.txt
Loài cúc tạo ruồi cái giả 3D thu hút con đực,KHOA_HOC.txt
Những nguy cơ khi virus biến đổi gene thoát khỏi phòng thí nghiệm,KHOA_HOC.txt
Tại sao sa mạc lại khô cằn,KHOA_HOC.txt
Đỉnh Everest tích tụ vi khuẩn từ con người,KHOA_HOC.txt
Giáo sư 'sát thủ' của khí thải,KHOA_HOC.txt
Hai điểm nghẽn kìm hãm chuyển giao công nghệ,KHOA_HOC.txt
Trung Quốc hạ cánh mô hình tên lửa trên biển,KHOA_HOC.txt
Nga giới thiệu phim điện ảnh đầu tiên quay trong vũ trụ,KHOA_HOC.txt
Sự thật về thành phố 'Atlantis Nhật Bản' bí ẩn dưới nước,KHOA_HOC.txt
Trung Quốc lần đầu tiên thắp lửa ngoài vũ trụ,KHOA_HOC.txt
Cô gái 9x đam mê bảo tồn động vật hoang dã,KHOA_HOC.txt
Ba độc giả trúng thưởng tuần cuối bình chọn chung kết Sáng kiến Khoa học,KHOA_HOC.txt
Thủ phạm tạo ra những hàng lỗ bí ẩn dưới đáy biển,KHOA_HOC.txt
Australia đóng cửa nhà máy điện than lâu đời nhất,KHOA_HOC.txt
Xói mòn biến bờ biển thành kỳ quan tự nhiên,KHOA_HOC.txt
Cầu đường sắt cao nhất thế giới,KHOA_HOC.txt
Tảng băng khổng lồ mắc kẹt 10 năm bắt đầu dịch chuyển,KHOA_HOC.txt
Bí ẩn suốt hàng nghìn năm về nguồn sông Nile,KHOA_HOC.txt
Thuốc chứa vàng có thể chống lại siêu vi khuẩn,KHOA_HOC.txt
Startup Thụy Sĩ phát triển máy bay chở khách siêu vượt âm,KHOA_HOC.txt
Cơ sở lưu trữ năng lượng bằng gạch nặng 24 tấn,KHOA_HOC.txt
Na Uy mở đường hầm dài nhất thế giới cho xe đạp,KHOA_HOC.txt
Cảm biến quang phổ dự báo chính xác thời gian thu hoạch trái cây,KHOA_HOC.txt
Bê tông thông minh có thể sản xuất điện,KHOA_HOC.txt
Cụm núi lửa phun dung nham xanh,KHOA_HOC.txt
Phát hiện xác tàu ngầm mất tích từ Thế Chiến II,KHOA_HOC.txt
Máy gia tốc hạt lớn nhất thế giới hoạt động thế nào,KHOA_HOC.txt
Sự khác nhau giữa băng biển và băng đất liền,KHOA_HOC.txt
Hài cốt 20 người hiến tế dưới kim tự tháp Maya,KHOA_HOC.txt
Trực thăng chở hàng lớn nhất thế giới,KHOA_HOC.txt
Trung Quốc thử nghiệm hệ thống nâng tàu lơ lửng trên đường ray,KHOA_HOC.txt
Những siêu năng lực của loài voi,KHOA_HOC.txt
Tiến sĩ nghiên cứu thuốc được vinh danh gương mặt trẻ Việt Nam tiêu biểu,KHOA_HOC.txt
Giải cứu 59 cá thể rùa quý hiếm,KHOA_HOC.txt
Hố đen tạo ra vệt sao dài 200.000 năm ánh sáng,KHOA_HOC.txt
Dự án cầu vòm có nhịp dài nhất thế giới,KHOA_HOC.txt
Trận động đất từng làm lệch trục Trái Đất,KHOA_HOC.txt
Cá vàng khổng lồ tự nhân bản xâm chiếm Canada,KHOA_HOC.txt
Kế hoạch nhân bản bò rừng bison tuyệt chủng 8.000 năm,KHOA_HOC.txt
'Nghĩa địa' máy bay lớn nhất thế giới,KHOA_HOC.txt
Sinh viên dùng CO2 hãm phát triển nấm mốc trên lúa,KHOA_HOC.txt
Virus sốt xuất huyết dùng nước bọt muỗi để lây bệnh,KHOA_HOC.txt
Khuyên tai vàng 800 năm nạm đá quý,KHOA_HOC.txt
Kỳ giông khổng lồ sắp tuyệt chủng vì ăn con,KHOA_HOC.txt
Gạch in 3D từ vỏ trứng,KHOA_HOC.txt
Quan sát nhật thực lai hiếm gặp,KHOA_HOC.txt
Loài cây được ví như hóa thạch sống,KHOA_HOC.txt
Thử nghiệm dùng trực thăng thả rơi phương tiện phóng,KHOA_HOC.txt
Tàu quỹ đạo UAE tạo ra bản đồ mới về sao Hỏa,KHOA_HOC.txt
Vương triều dài nhất trong lịch sử Ai Cập,KHOA_HOC.txt
NASA hợp tác với Nhật Bản để lấy mẫu mặt trăng sao Hỏa,KHOA_HOC.txt
Trung Quốc lắp đường dây tải điện tích hợp siêu cao áp,KHOA_HOC.txt
Phát hiện tượng Phật 1.900 năm ở Ai Cập cổ đại,KHOA_HOC.txt
Tôm hùm đất ăn thịt ếch trong hang động,KHOA_HOC.txt
NASA mời sinh viên tìm giải pháp xử lý bụi Mặt Trăng,KHOA_HOC.txt
Khối tảo mơ 8.800 km bao trùm bờ biển Bắc Mỹ,KHOA_HOC.txt
Những động vật trinh sản,KHOA_HOC.txt
Máy bay giấy của kỹ sư Boeing lập kỷ lục thế giới,KHOA_HOC.txt
Bên trong viện nghiên cứu tế bào gốc triệu đô,KHOA_HOC.txt
Siêu máy tính giúp các nhiệm vụ NASA thành công,KHOA_HOC.txt
Mặt Trăng có thể chứa 270 nghìn tỷ kg nước,KHOA_HOC.txt
"Người đàn ông tìm thấy cục đá chứa 2,6 kg vàng",KHOA_HOC.txt
Sự thật về nhạc cụ nguy hiểm nhất từng được chế tạo,KHOA_HOC.txt
Kế hoạch xóa sổ chuột nhắt trên hòn đảo Nam Phi,KHOA_HOC.txt
Cỗ máy AI có thể đọc trí não con người,KHOA_HOC.txt
Rùa đực 90 tuổi lần đầu làm bố,KHOA_HOC.txt
Phát hiện lỗ hổng rò rỉ nước ấm dưới đáy biển,KHOA_HOC.txt
NASA công bố phi hành đoàn bay tới Mặt Trăng năm 2024,KHOA_HOC.txt
Trung Quốc trình làng tàu hybrid tự lái hoàn toàn,KHOA_HOC.txt
Sét đánh trúng bệ phóng tên lửa SpaceX,KHOA_HOC.txt
Bão Mặt Trời mạnh nhất 6 năm bất ngờ ập tới Trái Đất,KHOA_HOC.txt
TP HCM ưu tiên hỗ trợ khởi nghiệp công nghệ trí tuệ nhân tạo,KHOA_HOC.txt
Tòa nhà gỗ 10 tầng có thể chịu động đất,KHOA_HOC.txt
Máy bay vũ trụ lần đầu cất cánh với động cơ tên lửa,KHOA_HOC.txt
Tìm thấy xác tàu Thế Chiến II khiến 1.000 người chết,KHOA_HOC.txt
Những sản phẩm nổi bật tại Triển lãm Công nghệ chip bán dẫn,KHOA_HOC.txt
Tuyến tàu điện ngầm dưới sông đầu tiên của Ấn Độ chạy thử,KHOA_HOC.txt
Rùa bám cá sấu dài 3 m bơi qua hồ,KHOA_HOC.txt
Trung Quốc sắp hoàn thành đập thủy điện ở độ cao 5.000 m,KHOA_HOC.txt
Ảnh cận cảnh đầu tiên của mặt trăng sao Hỏa,KHOA_HOC.txt
Plasma là gì?,KHOA_HOC.txt
Nhật Bản mất liên lạc với tàu đổ bộ mặt trăng thương mại,KHOA_HOC.txt
30 con cá voi sát thủ tấn công cặp cá voi xám,KHOA_HOC.txt
Argentina triệt sản 10.000 muỗi đực mỗi tuần,KHOA_HOC.txt
Những nhà thờ đá nguyên khối bí ẩn ở Ethiopia,KHOA_HOC.txt
Trung Quốc xuất xưởng tàu chở khí hóa lỏng lớn nhất thế giới,KHOA_HOC.txt
Cần trục điện lớn nhất thế giới,KHOA_HOC.txt
Máy đào hầm đường kính biến thiên khổng lồ,KHOA_HOC.txt
Hồ nước lớn nhất từng tồn tại trên Trái Đất,KHOA_HOC.txt
Phát hiện đất hiếm ở ngoại hành tinh nóng 4.000 độ C,KHOA_HOC.txt
Phân tích ADN hé lộ nguyên nhân cái chết Beethoven,KHOA_HOC.txt
Trang trại thẳng đứng trồng nấm giữa sa mạc,KHOA_HOC.txt
Tiểu hành tinh tốc độ 28.000 km/h sắp sượt qua Trái Đất,KHOA_HOC.txt
Châu Âu chật vật bỏ máy bay để chuyển sang tàu,KHOA_HOC.txt
Sinh vật tiêu thụ 70 triệu côn trùng mỗi năm,KHOA_HOC.txt
Tên lửa mới của Nhật Bản phóng thất bại làm mất vệ tinh,KHOA_HOC.txt
Đặt quả lắc dưới biển để ngăn xói mòn ven bờ,KHOA_HOC.txt
Thả 100.000 con muỗi vô sinh trên quần đảo Galapagos,KHOA_HOC.txt
Cuốn sách đắt giá nhất thế giới của Leonardo da Vinci,KHOA_HOC.txt
Doanh nghiệp đổ tiền tỷ giải mã công nghệ,KHOA_HOC.txt
'Đẩy mạnh phát triển khoa học công nghệ góp phần bảo vệ Tổ quốc',KHOA_HOC.txt
Nguyên mẫu bộ đồ vũ trụ mới cho con người trên Mặt Trăng,KHOA_HOC.txt
'Thảm' pin mặt trời đầu tiên trên đường sắt,KHOA_HOC.txt
Trang trại hình tròn khổng lồ trên sa mạc UAE,KHOA_HOC.txt
Khỉ mẹ rượt đuổi kẻ bắt cóc đòi lại con non,KHOA_HOC.txt
Hà mã tấn công sư tử mắc kẹt trên sông,KHOA_HOC.txt
Tiến sĩ Việt chế tạo robot in 3D trực tiếp trong cơ thể,KHOA_HOC.txt
Chuyến bay chở khách đầu tiên trên thế giới,KHOA_HOC.txt
Những thiết bị tiền tỷ tại Triển lãm quốc tế về phân tích thí nghiệm,KHOA_HOC.txt
Tiểu hành tinh 29 m bay gần Trái Đất hơn Mặt Trăng,KHOA_HOC.txt
Khoáng vật cổ xưa nhất trên Trái Đất,KHOA_HOC.txt
Những chiếc xe đầu kéo lớn nhất thế giới,KHOA_HOC.txt
Ảnh chụp trực tiếp về siêu hố đen phun vật chất,KHOA_HOC.txt
Rãnh đại dương sâu nhất thế giới sâu bao nhiêu?,KHOA_HOC.txt
Vụ lở đất nhanh nhất trong lịch sử,KHOA_HOC.txt
5 dự án bình chọn cao nhất tuần đầu vòng loại Sáng kiến Khoa học,KHOA_HOC.txt
Sinh viên tìm ra vi khuẩn ức chế bệnh xơ đen trên mít,KHOA_HOC.txt
Trung Quốc lên kế hoạch xây đường tàu 1.000 km/h,KHOA_HOC.txt
Mỹ sắp có tuyến đường sắt cao tốc 320 km/h,KHOA_HOC.txt
Cháy rừng có thể gây ra hiện tượng tảo nở hoa,KHOA_HOC.txt
'Sản phẩm xuất khẩu tiềm năng sẽ được bảo hộ quyền khai thác ở nước ngoài',KHOA_HOC.txt
Kiến trúc sư với những thiết kế mô phỏng sinh học,KHOA_HOC.txt
Cá sấu ăn thịt trăn Miến Điện,KHOA_HOC.txt
Xuất xưởng tàu container to bằng 4 sân bóng đá,KHOA_HOC.txt
Tên lửa mạnh nhất phát nổ trong lần bay thử đầu tiên,KHOA_HOC.txt
Khỉ mẹ chật vật nuôi con khuyết tật,KHOA_HOC.txt
Kính viễn vọng vô tuyến Mặt Trời lớn nhất thế giới,KHOA_HOC.txt
Tia vũ trụ hé lộ hành lang bí mật trong Đại kim tự tháp,KHOA_HOC.txt
Nhà khí tượng ghi quá trình hồi quyển của vệ tinh SpaceX,KHOA_HOC.txt
Gấu nước có thể cứu sống con người trong tương lai,KHOA_HOC.txt
Phát hiện hố xanh sâu thứ hai trên thế giới,KHOA_HOC.txt
Linh cẩu một mình chống lại bầy chó rừng,KHOA_HOC.txt
Ảnh vệ tinh về sức tàn phá của lốc xoáy ở Mỹ,KHOA_HOC.txt
Quái thú tiền sử có hàm răng như máy xay thịt,KHOA_HOC.txt
Tháp Quỷ bí ẩn giữa vùng đồng bằng trầm tích,KHOA_HOC.txt
Nhà khoa học tạo thành công hạt nano dẫn thuốc điều trị đa u tủy,KHOA_HOC.txt
SpaceX phóng phi hành đoàn đa quốc gia lên trạm ISS,KHOA_HOC.txt
Tiểu hành tinh lớn hơn tháp Eiffel sắp sượt qua Trái Đất,KHOA_HOC.txt
Tại sao khí quyển Mặt Trời nóng gấp 200 lần bề mặt,KHOA_HOC.txt
Vụ phun trào núi lửa mạnh nhất trong hơn 100 năm,KHOA_HOC.txt
Chó cứu chủ khỏi rắn mamba đen kịch độc,KHOA_HOC.txt
Sự thật về xác ướp gấu hang động 22.000 năm,KHOA_HOC.txt
Tàu ngầm điện tầm hoạt động 965 km,KHOA_HOC.txt
23 phần quà cho độc giả bình chọn Sáng kiến Khoa học 2023,KHOA_HOC.txt
Tranh cãi về việc Đức chấm dứt kỷ nguyên điện hạt nhân,KHOA_HOC.txt
Những vật thể nhanh nhất vũ trụ,KHOA_HOC.txt
Lò phản ứng năng lượng mặt trời biến nước thành hydro,KHOA_HOC.txt
Đảo rác nổi 80.000 tấn chứa đầy sinh vật sống,KHOA_HOC.txt
Du thuyền chạy bằng hydro và năng lượng mặt trời,KHOA_HOC.txt
Bề mặt Trái Đất thay đổi thế nào trong 100 triệu năm qua?,KHOA_HOC.txt
Xây dữ liệu trí thức người Việt ở nước ngoài để đặt hàng nghiên cứu,KHOA_HOC.txt
Bề mặt rực lửa của Mặt Trời qua ảnh,KHOA_HOC.txt
Phà hydro lỏng đầu tiên trên thế giới đi vào hoạt động,KHOA_HOC.txt
Loài sâu hung thần gieo rắc sợ hãi dưới đáy biển,KHOA_HOC.txt
"Thạc sĩ làm mô hình tối ưu hóa đường bay, giảm trễ chuyến",KHOA_HOC.txt
Những 'quả bom nguyên tử' lớn nhất vũ trụ,KHOA_HOC.txt
Trung Quốc bắt đầu khoan giếng dầu sâu nhất châu Á,KHOA_HOC.txt
Điều gì xảy ra nếu siêu Trái Đất nằm giữa hệ Mặt Trời,KHOA_HOC.txt
Bộ trưởng Huỳnh Thành Đạt mời doanh nghiệp sinh học Cuba đầu tư vào Việt Nam,KHOA_HOC.txt
Hạ thủy tàu đặt cáp ngầm lớn nhất Trung Quốc,KHOA_HOC.txt
Cuộc chạy đua phát triển thuốc trong vũ trụ,KHOA_HOC.txt
Trực thăng sao Hỏa lập kỷ lục mới,KHOA_HOC.txt
Hài cốt cặp tình nhân ôm nhau trong mộ cổ,KHOA_HOC.txt
'Cơ chế tài chính cho khoa học cần thiết kế theo thông lệ thế giới',KHOA_HOC.txt
Quá trình ghép tàu Starship với tên lửa đẩy,KHOA_HOC.txt
Các nhà khoa học Trung Quốc tạo ra chuột có sừng,KHOA_HOC.txt
Bàn tay đồng đeo vòng vàng 3.500 năm,KHOA_HOC.txt
Đế chế thúc đẩy Trung Quốc xây Vạn lý Trường thành,KHOA_HOC.txt
Ảnh chụp rõ nét nhất của hố đen siêu khối lượng,KHOA_HOC.txt
Trung Quốc biến mỏ khai thác sắt thành công viên xanh,KHOA_HOC.txt
Trung Quốc hé lộ bể nhiên liệu cho tên lửa hạng siêu nặng,KHOA_HOC.txt
Cải tạo sao Hỏa bằng tia laser khổng lồ,KHOA_HOC.txt
Ảnh chụp 'sao quái vật' sắp phát nổ thành siêu tân tinh,KHOA_HOC.txt
NASA phát triển robot rắn tìm kiếm sự sống ngoài hành tinh,KHOA_HOC.txt
Ghi hình cá voi sát thủ trắng siêu hiếm,KHOA_HOC.txt
Bảo tàng Mỹ treo thưởng 25.000 USD để tìm mảnh thiên thạch,KHOA_HOC.txt
'Lỗ hổng' rộng gấp 20 lần Trái Đất xuất hiện trên Mặt Trời,KHOA_HOC.txt
Trang trại điện gió cao nhất thế giới,KHOA_HOC.txt
Giải cứu 1.800 mèo lạc trên đường cao tốc,KHOA_HOC.txt
Ngôi mộ 2.600 năm chứa bàn tay bạc,KHOA_HOC.txt
Kính AI nhắc đáp án cho người nói,KHOA_HOC.txt
"Việt Nam - Lào ký hợp tác khoa học, công nghệ và đổi mới sáng tạo",KHOA_HOC.txt
Xác ướp sóc cuộn tròn 30.000 năm còn nguyên lông,KHOA_HOC.txt
Phát hiện bình chứa 1.000 đồng tiền vùi dưới đất 400 năm,KHOA_HOC.txt
Xe đạp một bánh có thể bay trên không,KHOA_HOC.txt
Đề xuất hình thành cơ sở nghiên cứu công nghệ vũ trụ ở Quy Nhơn,KHOA_HOC.txt
Trung Quốc vận hành turbine khí hạng nặng 50 MW,KHOA_HOC.txt
Xuất xưởng tàu chở dầu con thoi lớn nhất thế giới,KHOA_HOC.txt
Những kỷ lục nhiệt độ ở châu Á trong tháng 4,KHOA_HOC.txt
Quan tài đầu người mình rắn hơn 2.000 năm,KHOA_HOC.txt
Vụ nổ tia gamma mạnh nhất vũ trụ,KHOA_HOC.txt
Lỗ sâu nhất con người từng đào,KHOA_HOC.txt
Trung Quốc hạ thủy tàu hydro-lithium,KHOA_HOC.txt
Trung Quốc xây nhà máy điện hạt nhân công suất 5 triệu kW,KHOA_HOC.txt
Trung Quốc công bố kế hoạch lấy mẫu tiểu hành tinh mới,KHOA_HOC.txt
Nhiệt độ bề mặt đại dương đạt mức cao nhất mọi thời đại,KHOA_HOC.txt
Phát hiện nước ở hành tinh cách Trái Đất 40 năm ánh sáng,KHOA_HOC.txt
Trung Quốc phóng tên lửa nhiên liệu lỏng tư nhân,KHOA_HOC.txt
Kính viễn vọng góc quan sát như mắt tôm hùm,KHOA_HOC.txt
Trận mưa kéo dài suốt 2 triệu năm trên Trái Đất,KHOA_HOC.txt
Tiểu hành tinh 50 m có khả năng đâm vào Trái Đất,KHOA_HOC.txt
Phát hiện đáy đại dương cổ đại bao quanh lõi Trái Đất,KHOA_HOC.txt
Nước phóng xạ Fukushima có đe dọa Thái Bình Dương?,KHOA_HOC.txt
Biến ý tưởng thành bằng sáng chế,KHOA_HOC.txt
Vật liệu bí mật để xây nhà thờ Đức Bà thời Trung Cổ,KHOA_HOC.txt
